name,institution,homepage,act,ai,arch,bed,bio,chi,comm,crypt,da,ecom,graph,hpc,ir,log,metrics,mlmining,mobile,mod,nlp,ops,plan,robotics,sec,soft,vision,visualization
Holger Pirk,Imperial College London,https://www.doc.ic.ac.uk/~hlgr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Hongkai Wen 0001,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/Hongkai_Wen,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,3,0
Hongping Cai,University of Exeter,http://emps.exeter.ac.uk/computer-science/staff/hc564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Hossein Rahmani,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/hossein-rahmani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Hubert P. H. Shum,Durham University,http://hubertshum.com,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Hubie Chen,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/hubert-chen,1,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0
Hugh Leather,University of Edinburgh,http://homepages.inf.ed.ac.uk/hleather,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0
Hui Fang 0003,Loughborough University,https://www.lboro.ac.uk/departments/compsci/staff/academic-teaching/hui-fang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hui Zhang 0005,University College London,http://mig.cs.ucl.ac.uk/index.php?n=People.GHZhang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Huosheng Hu,University of Essex,https://www.essex.ac.uk/people/huhuo40009/huosheng-hu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
Huy Phan,Queen Mary University of London,https://pquochuy.github.io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hyung Jin Chang,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/chang-jin-hyung.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,19,1
Hyunyoung Kim,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/kim-hyunyoung.aspx,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iadh Ounis,University of Glasgow,http://www.dcs.gla.ac.uk/~ounis,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0
Iain Bate,University of York,https://www-users.cs.york.ac.uk/~ijb,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iain Murray 0001,University of Edinburgh,http://homepages.inf.ed.ac.uk/imurray2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
Ian Gray,University of York,https://www-users.cs.york.ac.uk/~iang,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Horrocks 0001,University of Oxford,http://www.cs.ox.ac.uk/ian.horrocks,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Ian J. Taylor,Cardiff University,https://www.cardiff.ac.uk/people/view/118167-taylor-ian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ian J. Wassell,University of Cambridge,https://www.cl.cam.ac.uk/research/dtg/www/people/ijw24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
Ian M. Leslie,University of Cambridge,https://www.cl.cam.ac.uk/~iml1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Mackie,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/212026,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
Ian Pratt-Hartmann,University of Manchester,http://www.cs.man.ac.uk/~ipratt,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Ian Ruthven,University of Strathclyde,https://pureportal.strath.ac.uk/en/persons/ian-ruthven/publications,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Stark,University of Edinburgh,http://homepages.inf.ed.ac.uk/stark,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0
Ian Wakeman,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/10651,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ibrahim Habli,University of York,https://www-users.cs.york.ac.uk/~ihabli,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iddo Tzameret,Imperial College London,https://www.doc.ic.ac.uk/~itzamere,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Ifat Yasin,University College London,http://www.cs.ucl.ac.uk/cs_people/I.Yasin.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Igor Carboni Oliveira,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/igor_carboni_oliveira,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igor Potapov,University of Liverpool,http://www.csc.liv.ac.uk/~igor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igor Razgon,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/igor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inah Omoronyia,University of Glasgow,http://www.dcs.gla.ac.uk/~inah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Ingemar J. Cox,University College London,http://mediafutures.cs.ucl.ac.uk/people/IngemarCox,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,5,0,0,6,0
Ioana Boureanu,University of Surrey,http://people.itcarlson.com/ioana,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Ioanna Iacovides,University of York,https://www-users.york.ac.uk/~ii560,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ioannis Konstas,Heriot-Watt University,https://www.hw.ac.uk/staff/uk/macs/ioannis-konstas.htm,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0
Ioannis Patras,Queen Mary University of London,http://www.eecs.qmul.ac.uk/~ioannisp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Irene Kotsia,Middlesex University,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/kotsia-irene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Isolde Adler,University of Leeds,https://eps.leeds.ac.uk/computing/staff/810/dr-isolde-adler,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ivan Flechais,University of Oxford,https://www.cs.ox.ac.uk/people/ivan.flechais,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Martinovic,University of Oxford,https://www.cs.ox.ac.uk/people/ivan.martinovic,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Ivan Titov,University of Edinburgh,http://ivan-titov.org,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,53,0,0,0,0,0,1,0
J. Michael Herrmann,University of Edinburgh,http://www.research.ed.ac.uk/portal/en/persons/michael-herrmann(cf1b7c31-3a87-4812-bf0a-05cf49b0120e).html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
J. Paul Siebert,University of Glasgow,http://www.dcs.gla.ac.uk/~psiebert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Jaap Boender,Middlesex University,http://www.cs.mdx.ac.uk/people/jaap-boender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
James A. R. Marshall,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/james-marshall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
James Brotherston,University College London,http://www0.cs.ucl.ac.uk/staff/J.Brotherston,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0
James Cheney,University of Edinburgh,http://homepages.inf.ed.ac.uk/jcheney,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,9,0,0,0,0,0
James Cussens,University of Bristol,https://research-information.bris.ac.uk/en/persons/james-cussens,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
James Laird,University of Bath,http://www.bath.ac.uk/comp-sci/contacts/academics/james_laird,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
James McKinna,Heriot-Watt University,https://researchportal.hw.ac.uk/en/persons/james-mckinna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
James Worrell 0001,University of Oxford,http://www.cs.ox.ac.uk/james.worrell,5,1,0,0,0,0,0,0,0,0,0,0,0,24,0,1,0,0,0,0,2,0,0,0,0,0
Jamie A. Ward,Goldsmiths University of London,https://www.gold.ac.uk/computing/people/ward-jamie,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Twycross,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/jamie.twycross,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jamie Vicary,University of Cambridge,https://www.cl.cam.ac.uk/~jv258,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Jan Hidders,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/hidders-jan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Jane Bromley,Open University UK,http://stem.open.ac.uk/people/jmb995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jane Hillston,University of Edinburgh,http://homepages.inf.ed.ac.uk/jeh,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Janet van der Linden,Open University UK,http://stem.open.ac.uk/people/jasdl2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Jason Alexander,University of Bath,http://www.jasonalexander.kiwi,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jason Crampton,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/jason-crampton(2a2d4446-fd1e-487e-926c-420872ccf0a5).html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Jason Dykes,City University of London,https://www.city.ac.uk/people/academics/jason-dykes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Javier Cámara,University of York,http://www.javicamara.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Javier Navaridas,University of Manchester,https://personalpages.manchester.ac.uk/staff/javier.navaridas,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Yves Guillemaut,University of Surrey,http://personal.ee.surrey.ac.uk/Personal/J.Guillemaut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Jeff Dalton 0001,University of Glasgow,https://www.gla.ac.uk/schools/computing/staff/jeffdalton,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0
Jeff Kramer,Imperial College London,http://wp.doc.ic.ac.uk/jk,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0
Jeff Yan,University of Strathclyde,https://pureportal.strath.ac.uk/en/persons/jeff-yan/publications,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Jeff Z. Pan,University of Aberdeen,https://www.abdn.ac.uk/people/jeff.z.pan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Jens Krinke,University College London,http://www0.cs.ucl.ac.uk/staff/J.Krinke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0
Jeremy Gibbons,University of Oxford,http://www.cs.ox.ac.uk/jeremy.gibbons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Jeremy S. Smith,University of Liverpool,https://liverpool.ac.uk/electrical-engineering-and-electronics/staff/jeremy-smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jeremy Singer,University of Glasgow,http://www.dcs.gla.ac.uk/~jsinger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jeremy Yallop,University of Cambridge,http://www.cl.cam.ac.uk/~jdy22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0
Jesús Martínez del Rincón,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=j.martinez-del-rincon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jialie Shen,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=j.shen,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0
Jianbo Jiao,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/jiao-jianbo.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0
Jianfeng Feng,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/jianfeng_feng/#overview,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,7,0
Jiangtao Wang,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/jiangtao-wang,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jie Xu 0007,University of Leeds,https://eps.leeds.ac.uk/computing/staff/331/professor-jie-xu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0
Jie Zhang 0008,University of Southampton,https://www.ecs.soton.ac.uk/people/jz5c16,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jie Zhang 0050,King's College London,https://sites.google.com/view/jie-zhang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
Jim Austin,University of York,https://www-users.cs.york.ac.uk/~austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jim Davies,University of Oxford,http://www.cs.ox.ac.uk/jim.davies,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Jing Wu 0004,Cardiff University,https://www.cardiff.ac.uk/people/view/118177-wu-jing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Jinming Duan 0001,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/duan-jinming.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Jo Wood,City University of London,https://www.city.ac.uk/people/academics/jo-wood#profile=overview,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Joanna Bryson,University of Bath,http://www.cs.bath.ac.uk/~jjb,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Joe B. Wells,Heriot-Watt University,https://researchportal.hw.ac.uk/en/persons/joseph-brian-wells,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0
Joe Finney,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/joe-finney,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Joe Pitt-Francis,University of Oxford,http://www.cs.ox.ac.uk/people/joe.pitt-francis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Joel E. Fischer,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/joel.fischer,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joemon M. Jose,University of Glasgow,http://www.dcs.gla.ac.uk/~jj,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0
Johanna D. Moore,University of Edinburgh,http://homepages.inf.ed.ac.uk/jmoore,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0
John A. Carroll,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/25069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
John A. Clark,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/john-clark,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
John Derrick,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/john-derrick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
John Fearnley,University of Liverpool,https://cgi.csc.liv.ac.uk/~john,4,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
John G. Stell,University of Leeds,https://eps.leeds.ac.uk/computing/staff/258/dr-john-stell,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John L. Arnott,University of Dundee,http://staff.computing.dundee.ac.uk/jarnott,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Lapinskas,University of Bristol,https://research-information.bris.ac.uk/en/persons/john-a-lapinskas,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Longley,University of Edinburgh,http://homepages.inf.ed.ac.uk/jrl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
John P. Collomosse,University of Surrey,http://personal.ee.surrey.ac.uk/Personal/J.Collomosse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0
John Power,University of Bath,http://www.bath.ac.uk/comp-sci/contacts/academics/john_power,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
John Q. Gan,University of Essex,https://www.essex.ac.uk/people/ganjo00207/john-gan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
John Shawe-Taylor,University College London,http://www0.cs.ucl.ac.uk/staff/J.Shawe-Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,1,0,0,0,0,0,0,0
John Thomson,University of St Andrews,https://jt.host.cs.st-andrews.ac.uk,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
John Williamson,University of Glasgow,http://www.dcs.gla.ac.uk/~jhw,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jon Barker,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/jon-barker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jon Chamberlain,University of Essex,https://www.essex.ac.uk/people/chamb94408/jon-chamberlain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Jon Crowcroft,University of Cambridge,https://www.cl.cam.ac.uk/~jac22,0,0,1,0,0,4,10,0,0,0,0,0,0,0,5,1,2,0,0,4,0,0,0,0,0,0
Jon Oberlander,University of Edinburgh,http://homepages.inf.ed.ac.uk/jon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Jonathan M. Garibaldi,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/jon.garibaldi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jonathan P. Whiteley,University of Oxford,https://www.cs.ox.ac.uk/people/jonathan.whiteley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jonathon S. Hare,University of Southampton,https://www.ecs.soton.ac.uk/people/jsh2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
Jose M. Such,King's College London,https://www.kcl.ac.uk/people/jose-such,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josef Kittler,University of Surrey,https://www.surrey.ac.uk/people/josef-kittler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0
Joseph Maguire,University of Glasgow,http://www.josephmaguire.co.uk,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua D. Reiss,Queen Mary University of London,http://www.eecs.qmul.ac.uk/~josh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
José Camacho-Collados,Cardiff University,https://www.cardiff.ac.uk/people/view/1178085-camacho-collados-jose,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
José Miguel Hernández-Lobato,University of Cambridge,http://jmhl.org,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,1,0
Judith Good,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/174826,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julian A. Padget,University of Bath,http://www.bath.ac.uk/comp-sci/contacts/academics/julian_padget,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
Julian C. Bradfield,University of Edinburgh,http://homepages.inf.ed.ac.uk/jcb,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Julian Gough,University of Bristol,http://bioinformatics.bris.ac.uk/people/julian_gough.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julian Rathke,University of Southampton,https://www.ecs.soton.ac.uk/people/jr1a06,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Julie A. McCann,Imperial College London,http://wp.doc.ic.ac.uk/aese/person/julie-a-mccann,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Julie R. Williamson,University of Glasgow,http://juliericowilliamson.com,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julie Weeds,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/116624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Julien Lange,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/julien-lange(55a85423-9481-4565-9339-224891092d5e).html,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0
Jun Wang 0012,University College London,http://www.cs.ucl.ac.uk/people/J.Wang.html,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,17,0,0,1,0,0,0,0,0,2,0
Kalina Bontcheva,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/kalina-bontcheva,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Kami Vaniea,University of Edinburgh,https://vaniea.com,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Karen Renaud,University of Strathclyde,https://pureportal.strath.ac.uk/en/persons/karen-renaud/publications,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Karl Tuyls,University of Liverpool,https://www.liverpool.ac.uk/computer-science/staff/karl-tuyls,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,7,0,0,0,0
Kasper Bonne Rasmussen,University of Oxford,http://www.cs.ox.ac.uk/people/kasper.rasmussen,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0
Katarzyna Budzynska,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katarzyna Stawarz,Cardiff University,https://www.cardiff.ac.uk/people/view/1764545-stawarz-katarzyna,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katayoun Farrahi,University of Southampton,https://www.ecs.soton.ac.uk/people/kf2u17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kate S. Hone,Brunel University London,https://www.brunel.ac.uk/people/kate-hone,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katrin S. Lohan,Heriot-Watt University,https://www.hw.ac.uk/staff/uk/macs/katrin-solveig-lohan.htm,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Ke Li 0001,University of Exeter,http://emps.exeter.ac.uk/computer-science/staff/kl406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Ke Zhou 0003,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/ke.zhou,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1
