name,institution,homepage,act,ai,arch,bed,bio,chi,comm,crypt,da,ecom,graph,hpc,ir,log,metrics,mlmining,mobile,mod,nlp,ops,plan,robotics,sec,soft,vision,visualization
A. Aldo Faisal,Imperial College London,https://www.imperial.ac.uk/people/a.faisal,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0
A. David Marshall,Cardiff University,https://www.cardiff.ac.uk/people/view/118142-marshall-david,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
A. W. Roscoe 0001,University of Oxford,http://www.cs.ox.ac.uk/bill.roscoe,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Abbas Edalat,Imperial College London,https://www.doc.ic.ac.uk/~ae,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,1,0,0,0,0,0
Abhijeet Ghosh,Imperial College London,http://www.doc.ic.ac.uk/~ghosh,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0
Abhir Bhalerao,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/abhir_bhalerao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Achim Jung,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/jung-achim.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Adam Lopez,University of Edinburgh,http://alopez.github.io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
Adam Prügel-Bennett,University of Southampton,https://www.ecs.soton.ac.uk/people/apb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Aditya Gilra,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/aditya-gilra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Adrian Friday,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/adrian-friday,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Adrian G. Bors,University of York,https://www-users.cs.york.ac.uk/~adrian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Adrian Hilton,University of Surrey,https://www.surrey.ac.uk/people/adrian-hilton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
Adriane Chapman,University of Southampton,https://www.ecs.soton.ac.uk/people/ac1n16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Agathoniki Trigoni,University of Oxford,https://www.cs.ox.ac.uk/niki.trigoni,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,18,0,0,6,0
Aggelos Kiayias,University of Edinburgh,http://www.cse.uconn.edu/~akiayias/Home_of_Aggelos_Kiayias/Home_of_Aggelos_Kiayias.html,2,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0
Aikaterini Bourazeri,University of Essex,https://www.essex.ac.uk/people/boura96709/katerina-bourazeri,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aisling Ann O'Kane,University of Bristol,http://www.bristol.ac.uk/engineering/departments/computerscience/people/aisling-a-okane,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajitha Rajan,University of Edinburgh,http://homepages.inf.ed.ac.uk/arajan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Alan Bundy,University of Edinburgh,https://sweb.inf.ed.ac.uk/bundy,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Alan Burns 0001,University of York,https://www-users.cs.york.ac.uk/~burns,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alan Dearle,University of St Andrews,https://al.host.cs.st-andrews.ac.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Alan F. Blackwell,University of Cambridge,http://www.cl.cam.ac.uk/~afb21,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alan Marshall 0001,University of Liverpool,https://liverpool.ac.uk/electrical-engineering-and-electronics/staff/alan-marshall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Alan Mycroft,University of Cambridge,https://www.cl.cam.ac.uk/~am21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Alan Smaill,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Alan_Smaill.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alastair F. Donaldson,Imperial College London,http://multicore.doc.ic.ac.uk,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,16,0,0,6,0,0
Alastair R. Beresford,University of Cambridge,https://www.cl.cam.ac.uk/~arb33,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,1,0,0
Albert Burger,Heriot-Watt University,https://www.hw.ac.uk/staff/uk/macs/albert-g-burger.htm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alberto Paccanaro,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/alberto-paccanaro_55db2ad3-6851-4385-93ba-7536ae499cb9.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Alejandro F. Frangi,University of Leeds,https://eps.leeds.ac.uk/computing/staff/1535/professor-alejandro-f-frangi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
Aleks Kissinger,University of Oxford,https://www.cs.ox.ac.uk/people/aleks.kissinger,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Alena Denisova,City University of London,https://www.city.ac.uk/people/academics/alena-denisova,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ales Leonardis,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/leonardis-ales.aspx,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,31,0
Alessandra Russo,Imperial College London,http://www.imperial.ac.uk/people/a.russo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,4,0,0
Alessandro Abate,University of Oxford,https://www.cs.ox.ac.uk/people/alessandro.abate,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
Alessandro Vinciarelli,University of Glasgow,http://www.dcs.gla.ac.uk/vincia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Alessio Guglielmi,University of Bath,http://alessio.guglielmi.name,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Alessio Lomuscio,Imperial College London,http://www.doc.ic.ac.uk/~alessio,0,22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Alex Lascarides,University of Edinburgh,http://homepages.inf.ed.ac.uk/alex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0
Alex Rogers,University of Oxford,https://www.cs.ox.ac.uk/people/alex.rogers,0,9,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Alex S. Taylor,City University of London,https://www.city.ac.uk/people/academics/alex-taylor,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Alex S. Weddell,University of Southampton,https://www.ecs.soton.ac.uk/people/asw1v08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Gammerman,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/alex-gammerman_66fed543-6231-42fe-920c-92ba917c2ce1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Alexander Krull,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/krull-alexander.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0
Alexander Tiskin,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/alexander_tiskin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandra Poulovassilis,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/ap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Alexandros A. Voudouris,University of Essex,https://www.essex.ac.uk/people/voudo18000/alexandros-voudouris,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Alfie Abdul-Rahman,King's College London,https://www.kcl.ac.uk/people/alfie-abdul-rahman,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ali Kafash Hoshiar,University of Essex,https://www.essex.ac.uk/people/kafas38100/ali-kafash-hoshiar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Alice Hutchings,University of Cambridge,https://www.cl.cam.ac.uk/~ah793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Alice Miller 0001,University of Glasgow,http://www.dcs.gla.ac.uk/~alice,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aline Villavicencio,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/aline-villavicencio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Alistair Willis,Open University UK,http://stem.open.ac.uk/people/agw96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Alkmini Sgouritsa,University of Liverpool,https://www.liverpool.ac.uk/computer-science/staff/alkmini-sgouritsa,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan Ramsay,University of Manchester,http://www.manchester.ac.uk/research/allan.ramsay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Alun D. Preece,Cardiff University,https://www.cardiff.ac.uk/people/view/91745-preece-alun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alvaro A. A. Fernandes,University of Manchester,http://www.cs.man.ac.uk/~alvaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Amanda Clare,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/afc,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Amanda Jane Coles,King's College London,https://www.kcl.ac.uk/people/amanda-coles,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amanda Prorok,University of Cambridge,https://www.proroklab.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
Amit K. Chopra,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/amit-chopra,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amit Kumar Singh 0002,University of Essex,https://www.essex.ac.uk/people/singh42308/amit-singh,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amos J. Storkey,University of Edinburgh,http://homepages.inf.ed.ac.uk/amos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
Ana Cavalcanti 0001,University of York,https://www-users.cs.york.ac.uk/~alcc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Anastasios Roussos,University of Exeter,http://emps.exeter.ac.uk/computer-science/staff/ar577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Anders Drachen,University of York,https://www.cs.york.ac.uk/people/?group=Academic%20and%20Teaching%20Staff&username=adrachen,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Andrea Calì,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/andrea,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0
Andrea Cavallaro,Queen Mary University of London,http://www.eecs.qmul.ac.uk/~andrea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,4,0
Andrea Zisman,Open University UK,http://stem.open.ac.uk/people/az2276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
Andreas Galanis,University of Oxford,https://www.cs.ox.ac.uk/people/andreas.galanis,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas Vlachos 0001,University of Cambridge,https://www.cl.cam.ac.uk/~av308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
Andrei A. Krokhin,Durham University,https://www.dur.ac.uk/computer.science/staff/profile/?id=2381,7,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Andrei Popescu 0001,Middlesex University,http://andreipopescu.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,1,0,0,0
Andrew C. Rice,University of Cambridge,https://www.cl.cam.ac.uk/~acr31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0
Andrew Calway,University of Bristol,http://www.bris.ac.uk/engineering/people/andrew-d-calway/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4,0
Andrew Coles,King's College London,https://www.kcl.ac.uk/people/andrew-coles,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew D. Ker,University of Oxford,http://www.cs.ox.ac.uk/andrew.ker/home.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Andrew Howes,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/howes-andrew.aspx,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew J. Davison,Imperial College London,https://www.doc.ic.ac.uk/~ajd,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0,0,29,0
Andrew M. Pitts,University of Cambridge,https://www.cl.cam.ac.uk/~amp12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0
Andrew Markham,University of Oxford,https://www.cs.ox.ac.uk/people/andrew.markham,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,11,0,0,7,0
Andrew Sogokon,University of Southampton,https://www.ecs.soton.ac.uk/people/as1g19#research,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew W. Moore 0002,University of Cambridge,https://www.cl.cam.ac.uk/~awm22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
Andrzej S. Murawski,University of Oxford,http://www.cs.ox.ac.uk/people/andrzej.murawski,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0
Andy Crabtree,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/andy.crabtree,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Hopper,University of Cambridge,https://www.cl.cam.ac.uk/~ah12,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0
Andy J. Wellings,University of York,https://www-users.cs.york.ac.uk/~andy,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy King,University of Kent,https://www.cs.kent.ac.uk/people/staff/amk,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
Angelika Kimmig,Cardiff University,https://www.cardiff.ac.uk/people/view/634329-kimmig-angelika,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0
Angrosh Mandya,University of Liverpool,https://www.liverpool.ac.uk/computer-science/staff/angrosh-mandya/publications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Anil K. Seth,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/22981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Anil Madhavapeddy,University of Cambridge,https://anil.recoil.org,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,1,0,0,0
Anjan Dutta 0001,University of Exeter,http://emps.exeter.ac.uk/computer-science/staff/ad735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Ann A. Copestake,University of Cambridge,https://www.cl.cam.ac.uk/~aac10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Ann Blandford,University College London,https://uclic.ucl.ac.uk/people/ann-blandford,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna Korhonen,University of Cambridge,https://www.cl.cam.ac.uk/~alk23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0
Anna Louise Cox,University College London,https://uclic.ucl.ac.uk/people/anna-cox,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annalu Waller,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/27,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anne Roudaut,University of Bristol,http://big.cs.bris.ac.uk/people/roudaut,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Anne S. Hsu,Queen Mary University of London,http://www.eecs.qmul.ac.uk/~ahsu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Anthony Finkelstein,City University of London,https://finkelstein.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Anthony G. Cohn,University of Leeds,https://eps.leeds.ac.uk/computing/staff/76/professor-anthony-g-cohn-freng-ceng-citp,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0
Anthony Hunter,University College London,http://www0.cs.ucl.ac.uk/staff/a.hunter,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony J. H. Simons,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/anthony-simons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Anthony Steed,University College London,http://wp.cs.ucl.ac.uk/anthonysteed,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Antoine Cully,Imperial College London,https://www.imperial.ac.uk/people/a.cully,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
Anton Ragni,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/anton-ragni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Antonio Barbalace,University of Edinburgh,http://www.barbalace.it/antonio,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Antonio Filieri,Imperial College London,http://www.antonio.filieri.name,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0
Anuj Dawar,University of Cambridge,https://www.cl.cam.ac.uk/~ad260,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,1,0,0,0,0,0,0,0
Anupam Das 0002,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/das-anupam.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Aphrodite Galata,University of Manchester,http://www.cs.manchester.ac.uk/about-us/staff/profile/?ea=A.Galata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
Arash Eshghi,Heriot-Watt University,https://www.hw.ac.uk/staff/uk/macs/arash-eshghi.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Argyrios Deligkas,Royal Holloway University of London,https://sites.google.com/view/deligkas/home,1,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aris Filos-Ratsikas,University of Liverpool,https://www.liverpool.ac.uk/computer-science/staff/aris-filos-ratsikas/publications,4,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arosha K. Bandara,Open University UK,http://stem.open.ac.uk/people/akb235,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Arshad Jhumka,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/arshad_jhumka,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur Gervais,Imperial College London,http://arthurgervais.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,0,0,0
Artur Czumaj,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/artur_czumaj,32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artur S. d'Avila Garcez,City University of London,https://www.city.ac.uk/people/academics/artur-davila-garcez,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Ata Kabán,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/kaban-ata.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Atau Tanaka,Goldsmiths University of London,https://www.gold.ac.uk/computing/people/tanaka-atau,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Tate,University of Edinburgh,http://www.aiai.ed.ac.uk/~bat,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Awais Rashid,University of Bristol,http://www.bristol.ac.uk/engineering/departments/computerscience/people/awais-a-rashid,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0
Ayesha Khalid,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=a.khalid,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ayse Küçükyilmaz,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/ayse.kucukyilmaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Azalea Raad,Imperial College London,http://www.soundandcomplete.org,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0
Baharak Rastegari,University of Southampton,https://www.ecs.soton.ac.uk/people/br1e18,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bailin Deng,Cardiff University,https://www.cardiff.ac.uk/people/view/598849-deng-bailin,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Barbara Webb,University of Edinburgh,http://homepages.inf.ed.ac.uk/bwebb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Barnaby Martin,Durham University,https://www.dur.ac.uk/computer.science/staff/profile/?id=15258,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Barry Devereux,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=b.devereux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Barry Porter,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/barry-porter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Bart de Keijzer,King's College London,https://www.kcl.ac.uk/people/bart-de-keijzer,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bartek Klin,University of Oxford,https://www.cs.ox.ac.uk/people/bartek.klin,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0
Bashar Nuseibeh,Open University UK,http://stem.open.ac.uk/people/ban25,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
Bashir M. Al-Hashimi,University of Southampton,https://www.ecs.soton.ac.uk/people/bmah,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Glocker,Imperial College London,http://wp.doc.ic.ac.uk/bglocker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,8,0
Benjamin Bach,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Benjamin_Bach.html,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Bernard Tiddeman,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/bpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Bernardo Cuenca Grau,University of Oxford,http://www.cs.ox.ac.uk/people/bernardo.cuencagrau,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bernhard Kainz,Imperial College London,http://www.imperial.ac.uk/people/b.kainz,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Bernhard Reus,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/115097,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
